file,execution_time_seconds
electron_electron__pull-request-labeled.yml,0.0087
langchain-ai_langchain___compile_integration_test.yml,0.007
alibaba_druid__ci.yaml,0.0082
vercel_next.js__integration_tests_reusable.yml,0.0062
yt-dlp_yt-dlp__core.yml,0.008
electron_electron__stable-prep-items.yml,0.0069
langchain-ai_langchain___test_pydantic.yml,0.0081
avelino_awesome-go__run-check.yaml,0.0063
EbookFoundation_free-programming-books__detect-conflicting-prs.yml,0.0062
electron_electron__macos-publish.yml,0.0075
trekhleb_javascript-algorithms__CI.yml,0.006
vercel_next.js__rspack-nextjs-dev-integration-tests.yml,0.0074
n8n-io_n8n__test-workflows-nightly.yml,0.0061
alibaba_tengine__test-nginx-core.yml,0.006
facebook_rocksdb__nightly.yml,0.0073
jwasham_coding-interview-university__links_checker.yml,0.006
Significant-Gravitas_AutoGPT__classic-autogpts-ci.yml,0.0064
n8n-io_n8n__notify-pr-status.yml,0.0055
TheAlgorithms_Python__ruff.yml,0.0063
facebook_react__shared_check_maintainer.yml,0.0069
Significant-Gravitas_AutoGPT__platform-frontend-ci.yml,0.0055
electron_electron__pipeline-segment-node-nan-test.yml,0.0073
twbs_bootstrap__codeql.yml,0.006
nodejs_node__license-builder.yml,0.0064
nodejs_node__label-flaky-test-issue.yml,0.0076
vercel_next.js__test-turbopack-rust-bench-test.yml,0.0066
microsoft_TypeScript__error-deltas-watchdog.yaml,0.006
facebook_facebook-ios-sdk__stale.yml,0.0052
ossu_computer-science__delete-empty-issues.yml,0.0051
yt-dlp_yt-dlp__sanitize-comment.yml,0.0061
open-webui_open-webui__docker-build.yaml,0.0048
huggingface_transformers__self-nightly-caller.yml,0.0048
langchain-ai_langchain__people.yml,0.006
awslabs_amazon-ecr-credential-helper__build.yaml,0.0055
langchain-ai_langchain___test_release.yml,0.0054
google_truth__ci.yml,0.0059
n8n-io_n8n__benchmark-destroy-nightly.yml,0.0049
langchain-ai_langchain___test.yml,0.0046
EbookFoundation_free-programming-books__rtl-ltr-linter.yml,0.0055
n8n-io_n8n__e2e-tests.yml,0.0057
excalidraw_excalidraw__locales-coverage.yml,0.0052
nodejs_node__close-stalled.yml,0.0057
facebook_react__runtime_prereleases.yml,0.0054
vuejs_vue__ci.yml,0.0054
krahets_hello-algo__swift.yml,0.0063
airbnb_javascript__require-allow-edits.yml,0.0054
freeCodeCamp_freeCodeCamp__github-no-web-commits.yml,0.0054
google_blockly__welcome_new_contributors.yml,0.0066
nodejs_node__doc.yml,0.0053
microsoft_TypeScript__sync-branch.yaml,0.0049
excalidraw_excalidraw__publish-docker.yml,0.0057
flutter_flutter__labeler.yml,0.0056
Genymobile_scrcpy__release.yml,0.0049
f_awesome-chatgpt-prompts__ai_bot.yml,0.006
microsoft_vscode__monaco-editor.yml,0.0068
freeCodeCamp_freeCodeCamp__github-spam.yml,0.0053
oracle_graal__micronaut.yml,0.0061
